Experiment ID;Sheet;merge_number;Name_day0;Index_day0;Wells_day0;multiple_day0;Path 8bcrop_day0;Path segmented_day0;Area (pix2)_day0;Centroid_day0;Perimeter (pix)_day0;Solidity_day0;Equivalent Diameter (pix)_day0;Circularity_day0;Aspect ratio_day0;Mean grey value_day0;Homogeneity_day0;Energy_day0;Correlation_day0;Name_day1;Index_day1;Wells_day1;multiple_day1;Path 8bcrop_day1;Path segmented_day1;Area (pix2)_day1;Centroid_day1;Perimeter (pix)_day1;Solidity_day1;Equivalent Diameter (pix)_day1;Circularity_day1;Aspect ratio_day1;Mean grey value_day1;Homogeneity_day1;Energy_day1;Correlation_day1;Name_day2;Index_day2;Wells_day2;multiple_day2;Path 8bcrop_day2;Path segmented_day2;Area (pix2)_day2;Centroid_day2;Perimeter (pix)_day2;Solidity_day2;Equivalent Diameter (pix)_day2;Circularity_day2;Aspect ratio_day2;Mean grey value_day2;Homogeneity_day2;Energy_day2;Correlation_day2;Normalised alb_day2;Max temp (°C)_day2;Label_day2
2;Tube 1;1002060.0;;;;;;;;;;;;;;;;;;1002060.0;0.0;206.0;False;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_cropped_8bits\10_0206_0_8bits.tiff;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_segmentationDebug\10_0206_0_segmented.tiff;2991.0;(62. 77);234.16652011871335;0.9314855185300528;61.71109688137841;0.6854514081045144;0.9689756186007352;1172.3062925291936;0.948128181073563;0.8595111414223371;0.870591452586147;1002060.0;0.0;206.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_cropped_8bits2\10_0206_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_segmentationDebug2\10_0206_0_segmented.tiff;3101.5;(74. 77);225.923879623413;0.94471519951264;62.8406910209945;0.763584976386539;0.984139133531879;1127.90004216913;0.944847165161861;0.854719726723177;0.875136455801024;;;Dead
2;Tube 1;1002070.0;1002070.0;0.0;207.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_cropped_8bits2\10_0207_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_segmentationDebug2\10_0207_0_segmented.tiff;1883.0;(79. 80);180.710677027702;0.936582939567271;48.9643754451776;0.72459037039598;0.975073812290404;811.270567553993;0.968492254725496;0.910058944219695;0.868121091859679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 1;110050.0;110050.0;0.0;1005.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_cropped_8bits2\1_1005_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_segmentationDebug2\1_1005_0_segmented.tiff;2678.0;(78. 74);214.852812170982;0.940474100087796;58.3929405048312;0.729018168312937;0.92199308662025;871.865412644919;0.943956555474394;0.873566964734811;0.886789887359327;110050.0;0.0;1005.0;False;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_cropped_8bits\1_1005_0_8bits.tiff;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_segmentationDebug\1_1005_0_segmented.tiff;3528.5;(80. 73);245.09545266628265;0.9383060763196384;67.0270522520424;0.7381242579360408;0.9246707835247424;1330.3944950113128;0.9384361678947089;0.8352268073091067;0.8810921213300364;;;;;;;;;;;;;;;;;;;;
2;Tube 1;1102090.0;1102090.0;0.0;209.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_cropped_8bits2\11_0209_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_segmentationDebug2\11_0209_0_segmented.tiff;1950.5;(77. 80);187.296463370323;0.935940499040307;49.8342626313055;0.698709526928904;0.884197898190759;803.411718241998;0.966800348398552;0.894447449431416;0.918436919018703;1102090.0;0.0;209.0;False;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_cropped_8bits\11_0209_0_8bits.tiff;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_segmentationDebug\11_0209_0_segmented.tiff;2686.5;(76. 75);212.26702547073364;0.943459174714662;58.48553698933622;0.7492584347373508;0.9012188903476962;1196.820371189733;0.9584290675051192;0.8735281598958646;0.8772125018099385;1102090.0;0.0;209.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_cropped_8bits2\11_0209_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_segmentationDebug2\11_0209_0_segmented.tiff;2938.5;(88. 71);235.296463251113;0.913428660242461;61.1671022871304;0.666967635585241;0.894911636037487;1097.98887958353;0.951090534447849;0.861560883649091;0.88583021677338;;;Dead
2;Tube 1;111050.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111050.0;0.0;1105.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_cropped_8bits2\1_1105_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_segmentationDebug2\1_1105_0_segmented.tiff;3515.5;(74. 76);256.409160614013;0.911223431829963;66.9034649290787;0.67193906755211;0.983048147783516;1107.29788998594;0.942589181683085;0.835352587425081;0.891487879670162;;;Dead
2;Tube 1;1202110.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1202110.0;0.0;211.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_cropped_8bits2\12_0211_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_segmentationDebug2\12_0211_0_segmented.tiff;3228.0;(78. 70);245.681239008903;0.910706728734659;64.1094162382181;0.672046622433588;0.859786379260631;904.270554732835;0.96010180330654;0.849389890652671;0.914462629342504;;;Dead
2;Tube 1;1202120.0;1202120.0;0.0;212.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_cropped_8bits2\12_0212_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_segmentationDebug2\12_0212_0_segmented.tiff;1892.5;(75. 78);172.468036174774;0.953640715545477;49.0877361304358;0.799518497014793;0.849224685854949;1224.14482836035;0.963067546082831;0.91002780552548;0.881698636911401;1202120.0;0.0;212.0;False;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_cropped_8bits\12_0212_0_8bits.tiff;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_segmentationDebug\12_0212_0_segmented.tiff;2803.5;(89. 79);367.3208482265472;0.6336309187478811;59.7455191932;0.2611074523869802;0.4994419383274362;871.0608648008657;0.9609811406961032;0.864564327427305;0.8920355589772745;;;;;;;;;;;;;;;;;;;;
2;Tube 1;1302140.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1302140.0;0.0;214.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_cropped_8bits2\13_0214_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_segmentationDebug2\13_0214_0_segmented.tiff;4056.0;(76. 77);345.137083053588;0.820720356131121;71.8627830900377;0.427882536562383;0.751517847778326;942.913517356176;0.949671924115193;0.809591123399131;0.900783016159033;;;Dead
2;Tube 1;1302150.0;1302150.0;0.0;215.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_cropped_8bits2\13_0215_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\04062025\Analysis\2025-06-04_102750_tube1_segmentationDebug2\13_0215_0_segmented.tiff;1895.5;(77. 79);185.438598513603;0.927575238561291;49.1266277801102;0.692681167133948;0.893821544017115;1257.36878480605;0.962395548369554;0.909475378951512;0.876523697606944;1302150.0;0.0;215.0;False;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_cropped_8bits\13_0215_0_8bits.tiff;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_segmentationDebug\13_0215_0_segmented.tiff;3398.5;(71. 75);251.2375875711441;0.9172739541160594;65.7807311663716;0.6765936369381009;0.9827702177370324;1157.2627691893654;0.943603194752346;0.8410401404419008;0.8772498144376755;;;;;;;;;;;;;;;;;;;;
2;Tube 1;1402170.0;;;;;;;;;;;;;;;;;;1402170.0;0.0;217.0;False;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_cropped_8bits\14_0217_0_8bits.tiff;E:\Experiments\PTT\Spheroids\03062025_mda\05062025 before laser\Analysis\2025-06-05_102633_tube1_segmentationDebug\14_0217_0_segmented.tiff;2949.5;(78. 66);232.26702558994293;0.9234502191609268;61.28148200881211;0.6870417796780302;0.9061027446261072;1107.783026063105;0.952500159912714;0.8612575004494224;0.8790539006538638;1402170.0;0.0;217.0;False;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_cropped_8bits2\14_0217_0_8bits.tiff;G:\Experiments\PTT\Spheroids\03062025_mda\05062025 after laser\Analysis\2025-06-05_145742_tube1_segmentationDebug2\14_0217_0_segmented.tiff;3400.5;(77. 71);293.237587928772;0.85730492877852;65.8000841327115;0.496950768128581;0.790825806807188;1290.11593577913;0.941503246589435;0.838855463686655;0.847292303590181;;;Dead
