Experiment ID;Sheet;merge_number;Name_day0;Index_day0;Wells_day0;multiple_day0;Path 8bcrop_day0;Path segmented_day0;Area (pix2)_day0;Centroid_day0;Perimeter (pix)_day0;Solidity_day0;Equivalent Diameter (pix)_day0;Circularity_day0;Aspect ratio_day0;Mean grey value_day0;Homogeneity_day0;Energy_day0;Correlation_day0;Name_day1;Index_day1;Wells_day1;multiple_day1;Path 8bcrop_day1;Path segmented_day1;Area (pix2)_day1;Centroid_day1;Perimeter (pix)_day1;Solidity_day1;Equivalent Diameter (pix)_day1;Circularity_day1;Aspect ratio_day1;Mean grey value_day1;Homogeneity_day1;Energy_day1;Correlation_day1;Name_day2;Index_day2;Wells_day2;multiple_day2;Path 8bcrop_day2;Path segmented_day2;Area (pix2)_day2;Centroid_day2;Perimeter (pix)_day2;Solidity_day2;Equivalent Diameter (pix)_day2;Circularity_day2;Aspect ratio_day2;Mean grey value_day2;Homogeneity_day2;Energy_day2;Correlation_day2;Max temp (°C)_day2;Normalised alb_day2;Label_day2;Name_delta;Index_delta;Wells_delta;multiple_delta;Path 8bcrop_delta;Path segmented_delta;Area (pix2)_delta;Centroid_delta;Perimeter (pix)_delta;Solidity_delta;Equivalent Diameter (pix)_delta;Circularity_delta;Aspect ratio_delta;Mean grey value_delta;Homogeneity_delta;Energy_delta;Correlation_delta
2;Tube 2;1904240.0;;;;;;;;;;;;;;;;;;1904240.0;0.0;424.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_cropped_8bits\19_0424_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_segmentationDebug\19_0424_0_segmented.tiff;2149.5;(68. 70);200.26702499389648;0.9050526315789472;52.31470540305309;0.6734857650382399;0.8491641026755715;869.3776999521074;0.953301326353832;0.8976019207832754;0.8833325974373096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 2;2003240.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2003240.0;0.0;324.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_cropped_8bits\20_0324_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_segmentationDebug\20_0324_0_segmented.tiff;2000.5;(67. 75);241.78174436092377;0.8396642182581322;50.46895787751807;0.4300326265167417;0.9319517390723993;701.5997275667116;0.9705264991919552;0.9029094425332213;0.920709478005112;43.0;119.12522258967184;Alive;;;;;;;;;;;;;;;;;
2;Tube 2;2005240.0;2005240.0;0.0;524.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_cropped_8bits\20_0524_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_segmentationDebug\20_0524_0_segmented.tiff;1719.5;(83. 84);199.2964632511139;0.8351141330743079;46.79033444176385;0.5440174880070475;0.889642903523178;671.0726556745426;0.9614241676754908;0.9164666000639228;0.8988127819653466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 2;204050.0;204050.0;0.0;405.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_cropped_8bits\2_0405_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_segmentationDebug\2_0405_0_segmented.tiff;2065.5;(61. 69);191.2964631319046;0.9312443642921552;51.28231936691708;0.7092856646373942;0.8837776413410067;806.7389651490887;0.9516327648561244;0.9012028523506436;0.9015948990382484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 2;307050.0;307050.0;0.0;705.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_cropped_8bits\3_0705_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_segmentationDebug\3_0705_0_segmented.tiff;2026.5;(78. 76);201.09545266628265;0.9002665482007997;50.79586535738719;0.629726503422384;0.7719706576717337;522.7420998917471;0.955775707983856;0.9032321019315088;0.9151045826717404;;;;;;;;;;;;;;;;;;307050.0;0.0;705.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_cropped_8bits\3_0705_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_segmentationDebug\3_0705_0_segmented.tiff;2414.0;(71. 74);208.5096662044525;0.9092278719397364;55.440060073837245;0.6977418039126723;0.9496171252645405;1076.5723425925926;0.9608738050882852;0.8856338338499243;0.8742896729162817;37.0;157.68888323581785;Alive;;;;;;;;;;;;;;;;;
2;Tube 2;310050.0;;;;;;;;;;;;;;;;;;310050.0;0.0;1005.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_cropped_8bits\3_1005_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_segmentationDebug\3_1005_0_segmented.tiff;2996.5;(80. 84);264.8944419622421;0.8745075149569531;61.7678095434743;0.5366343322469986;0.7772298930577288;896.2075332705151;0.940289215960197;0.8577896694276009;0.8944638128420961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 2;410050.0;410050.0;0.0;1005.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_cropped_8bits\4_1005_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_segmentationDebug\4_1005_0_segmented.tiff;2257.0;(72. 76);212.36753058433533;0.9031612645058024;53.60691795344386;0.6288762432685778;0.6948546040733236;678.3821814926928;0.9472810837115382;0.8919710240551008;0.9009274070497024;;;;;;;;;;;;;;;;;;410050.0;0.0;1005.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_cropped_8bits\4_1005_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_segmentationDebug\4_1005_0_segmented.tiff;3228.0;(75. 85);318.308655500412;0.8132006549943318;64.10941623821812;0.4003561402886303;0.7657146705904908;835.7959923449287;0.9311004244598384;0.8456491820044344;0.8775181397332564;37.0;141.94861358432968;Alive;;;;;;;;;;;;;;;;;
2;Tube 2;413050.0;;;;;;;;;;;;;;;;;;413050.0;0.0;1305.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_cropped_8bits\4_1305_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_segmentationDebug\4_1305_0_segmented.tiff;3349.0;(80. 73);294.1665201187134;0.8735002608242045;65.29991757512455;0.486338359600953;0.921720076133124;764.5985474723486;0.9377682490721884;0.8410329894524512;0.9075285992227148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 2;513050.0;513050.0;0.0;1305.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_cropped_8bits\5_1305_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\01072025\Analysis\2025-07-01_124914_tube2_segmentationDebug\5_1305_0_segmented.tiff;2184.5;(86. 79);236.26702570915225;0.8395465026902382;52.73890201240412;0.4917628134664706;0.7129291091988762;623.9059713179424;0.9542353844019854;0.8949630968885123;0.9058559428113928;;;;;;;;;;;;;;;;;;513050.0;0.0;1305.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_cropped_8bits\5_1305_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 aftr laser\Analysis\2025-07-02_164714_tube2_segmentationDebug\5_1305_0_segmented.tiff;3355.5;(71. 78);276.5512963533401;0.8728053062817012;65.36325643936996;0.5513351861430781;0.9157131113467744;787.5705148546404;0.9359019742991036;0.8414626502222733;0.8993742104567516;37.0;98.90136097685068;Alive;;;;;;;;;;;;;;;;;
2;Tube 2;515030.0;;;;;;;;;;;;;;;;;;515030.0;0.0;1503.0;False;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_cropped_8bits\5_1503_0_8bits.tiff;E:\Experiments\PTT\Spheroids\30062025_mcf10\0207 before lqse\Analysis\2025-07-02_112356_tube2_segmentationDebug\5_1503_0_segmented.tiff;2488.5;(79. 77);208.95331728458405;0.9280253589408912;56.289045178200105;0.7162241629928502;0.9118170437743368;828.4996688993517;0.9446917533241136;0.8821000901504527;0.8858913765154298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
