Experiment ID;Sheet;merge_number;Name_day1;Index_day1;Wells_day1;multiple_day1;Path 8bcrop_day1;Path segmented_day1;Area (um2)_day1;Centroid_day1;Perimeter (pix)_day1;Solidity_day1;Equivalent Diameter (pix)_day1;Circularity_day1;Aspect ratio_day1;Mean grey value_day1;Homogeneity_day1;Energy_day1;Correlation_day1;Name_day2;Index_day2;Wells_day2;multiple_day2;Path 8bcrop_day2;Path segmented_day2;Area (um2)_day2;Centroid_day2;Perimeter (pix)_day2;Solidity_day2;Equivalent Diameter (pix)_day2;Circularity_day2;Aspect ratio_day2;Mean grey value_day2;Homogeneity_day2;Energy_day2;Correlation_day2;Normalised alb_day2;Max temp (°C)_day2;Label_day2;Name_delta;Index_delta;Wells_delta;multiple_delta;Path 8bcrop_delta;Path segmented_delta;Area (um2)_delta;Centroid_delta;Perimeter (pix)_delta;Solidity_delta;Equivalent Diameter (pix)_delta;Circularity_delta;Aspect ratio_delta;Mean grey value_delta;Homogeneity_delta;Energy_delta;Correlation_delta
2;Tube 8;1910240.0;;;;;;;;;;;;;;;;;;1910240.0;0.0;1024.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_cropped_8bits2\19_1024_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_segmentationDebug2\19_1024_0_segmented.tiff;2251.5;(73. 69);206.468036174774;0.909880783996767;53.5415617531952;0.663706638161963;0.711945850101559;831.202288743362;0.953161007001747;0.892350405519126;0.904327964949769;51.03449245214067;40.0;Alive;;;;;;;;;;;;;;;;;
2;Tube 8;2012240.0;2012240.0;0.0;1224.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_cropped_8bits2\20_1224_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_segmentationDebug2\20_1224_0_segmented.tiff;1941.0;(75. 74);244.852811932563;0.800247371675943;49.7127544633261;0.406841463236996;0.755709619546018;919.89330197179;0.960812449933981;0.905374272307963;0.895895068167669;2012240.0;0.0;1224.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_cropped_8bits2\20_1224_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_segmentationDebug2\20_1224_0_segmented.tiff;1833.5;(77. 71);188.811182022094;0.89613880742913;48.3165055159406;0.646301786152662;0.758995881896176;732.059235306421;0.959026972719788;0.89479451100679;0.899633554554345;78.51460377252411;41.0;Alive;0.0;0.0;0.0;;;;-107.5;;-56.041629910469;0.09589143575318704;-1.3962489473855015;0.239460322915666;0.0032862623501579424;-187.83406666536905;-0.0017854772141929764;-0.010579761301172996;0.0037384863866760654
2;Tube 8;213050.0;213050.0;0.0;1305.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_cropped_8bits2\2_1305_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_segmentationDebug2\2_1305_0_segmented.tiff;2570.0;(76. 75);244.651801466941;0.890814558058925;57.2033707920203;0.539567957992525;0.922157751089663;830.232602112848;0.957277822144778;0.877519618498761;0.891821192123143;213050.0;0.0;1305.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_cropped_8bits2\2_1305_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_segmentationDebug2\2_1305_0_segmented.tiff;2548.5;(78. 76);218.610171198844;0.911480686695278;56.963593458959;0.670121841463624;0.946086889344284;892.690638416655;0.953935005998503;0.879219075090966;0.896486444116958;91.0297135467911;37.0;Alive;0.0;0.0;0.0;;;;-21.5;;-26.04163026809701;0.020666128636353087;-0.2397773330613049;0.13055388347109897;0.023929138254620952;62.458036303807035;-0.003342816146274963;0.0016994565922049398;0.004665251993814956
2;Tube 8;315030.0;315030.0;0.0;1503.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_cropped_8bits2\3_1503_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_segmentationDebug2\3_1503_0_segmented.tiff;3465.0;(75. 81);296.166520476341;0.861083499005964;66.4211940761933;0.496410748967702;0.781811783956527;801.069402364692;0.940343456169479;0.836021930752182;0.893404012356316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 8;315040.0;;;;;;;;;;;;;;;;;;315040.0;0.0;1504.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_cropped_8bits2\3_1504_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_segmentationDebug2\3_1504_0_segmented.tiff;3471.0;(76. 80);344.308655858039;0.77755376344086;66.4786767300293;0.367932876549012;0.912926665182956;918.498617438172;0.942451146022879;0.834586748015546;0.88871241728408;115.76476541196975;37.0;Alive;;;;;;;;;;;;;;;;;
2;Tube 8;414010.0;414010.0;0.0;1401.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_cropped_8bits2\4_1401_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_segmentationDebug2\4_1401_0_segmented.tiff;2971.5;(75. 78);310.752306938171;0.805830508474576;61.5096033736239;0.386684599541344;0.707094295956657;666.034557672963;0.944730281337008;0.857235419356205;0.909745528702721;414010.0;0.0;1401.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_cropped_8bits2\4_1401_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_segmentationDebug2\4_1401_0_segmented.tiff;2460.5;(75. 75);236.124890208244;0.881583661769974;55.9714739829215;0.554561474040816;0.674777736523098;849.433712946245;0.955386888580098;0.882944620346305;0.919716966446921;125.68239957270964;37.0;Alive;0.0;0.0;0.0;;;;-511.0;;-74.62741672992698;0.075753153295398;-5.5381293907023945;0.16787687449947203;-0.03231655943355893;183.39915527328196;0.010656607243090033;0.0257092009901001;0.009971437744200062
2;Tube 8;511010.0;511010.0;0.0;1101.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_cropped_8bits2\5_1101_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_segmentationDebug2\5_1101_0_segmented.tiff;2707.5;(70. 75);236.610171437263;0.903704939919893;58.7136787075248;0.607731166339495;0.845425300523561;720.577830744929;0.952559545120145;0.871849030680969;0.920679509539599;511010.0;0.0;1101.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_cropped_8bits2\5_1101_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_segmentationDebug2\5_1101_0_segmented.tiff;2507.5;(87. 78);224.610171675682;0.900844260822705;56.5035234160085;0.624585598427788;0.872578908114238;937.126618261691;0.950058153396073;0.880738991198834;0.905993884232462;140.55885081381948;37.0;Alive;0.0;0.0;0.0;;;;-200.0;;-11.999999761580995;-0.0028606790971880125;-2.210155291516301;0.01685443208829307;0.027153607590676976;216.548787516762;-0.002501391724071933;0.008889960517865059;-0.014685625307137018
2;Tube 8;608010.0;608010.0;0.0;801.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_cropped_8bits2\6_0801_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_segmentationDebug2\6_0801_0_segmented.tiff;2791.0;(76. 79);242.99494767189;0.889136667728576;59.6121763514455;0.593984637471943;0.629057718848951;829.670442552359;0.953830278248122;0.867435678680037;0.900878033614853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Tube 8;705010.0;;;;;;;;;;;;;;;;;;705010.0;1.0;501.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_cropped_8bits2\7_0501_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_163330_tube8_segmentationDebug2\7_0501_0_segmented.tiff;2421.0;(76. 75);223.195957779884;0.891384388807069;55.5203830840875;0.610705742185305;0.823695687846729;886.068271972828;0.956105241328801;0.884436592878718;0.893976554211572;120.01518005228685;39.0;Alive;;;;;;;;;;;;;;;;;
2;Tube 8;706010.0;706010.0;0.0;601.0;False;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_cropped_8bits2\7_0601_0_8bits.tiff;G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 before laser\Analysis\2025-06-04_101909_tube8_segmentationDebug2\7_0601_0_segmented.tiff;2450.5;(82. 73);222.124890208244;0.896141890656427;55.8576181408902;0.624122901126804;0.907056170156869;763.448671945237;0.957856807398062;0.883419540609623;0.910534431877007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
